#{"t_start": 1776489777.5702183, "env_id": "None"}
r,l,t
252.0,39,26494.397988
253.0,30,26494.398237
281.0,31,26494.72088
905.0,106,26495.366458
588.0,66,26496.962702
578.0,49,26497.602247
195.0,31,26498.239355
203.0,25,26499.20466
1392.0,184,26499.85271
299.0,39,26500.482591
210.0,30,26502.073311
193.0,31,26502.073534
667.0,119,26502.39982
401.0,43,26502.400183
295.0,39,26502.400303
163.0,26,26502.721001
176.0,25,26502.721295
257.0,32,26503.04196
395.0,67,26503.042256
217.0,30,26503.365697
488.0,76,26503.993507
252.0,40,26503.99375
364.0,41,26504.611636
138.0,22,26505.249811
133.0,19,26505.250076
157.0,25,26505.567075
468.0,57,26505.882722
828.0,66,26506.829546
1897.0,142,26508.395089
179.0,24,26510.3015
532.0,74,26511.257043
433.0,57,26511.89762
218.0,31,26511.897911
250.0,31,26511.898022
243.0,32,26512.53132
254.0,32,26512.848657
759.0,93,26513.168425
274.0,33,26513.498936
268.0,35,26513.499201
126.0,21,26513.499331
204.0,28,26513.499419
299.0,42,26513.826009
245.0,36,26513.826315
205.0,27,26513.826446
195.0,29,26514.452122
320.0,38,26515.405666
195.0,24,26517.954222
732.0,106,26518.272554
101.0,17,26518.5938
326.0,41,26518.912645
178.0,26,26519.556497
194.0,27,26520.513193
186.0,24,26521.468511
219.0,31,26521.785699
260.0,31,26522.757316
194.0,27,26523.086091
101.0,17,26524.05643
284.0,34,26524.383918
2139.0,118,26525.037203
371.0,41,26525.683243
383.0,43,26527.295527
131.0,22,26527.621723
255.0,29,26528.278504
447.0,40,26528.278818
389.0,47,26528.612223
97.0,15,26528.936545
655.0,82,26529.25623
284.0,36,26529.586539
130.0,22,26530.231718
212.0,30,26531.512312
160.0,28,26531.832272
554.0,58,26532.471657
119.0,18,26534.076417
109.0,19,26535.046033
284.0,33,26535.046277
1320.0,177,26535.370904
235.0,30,26535.371219
1022.0,122,26536.007215
297.0,29,26536.647529
163.0,27,26591.695826
163.0,27,26591.984357
132.0,22,26591.984589
275.0,31,26592.29854
1003.0,101,26592.616871
108.0,18,26595.465814
751.0,69,26596.412544
161.0,32,26596.733536
206.0,30,26596.733757
759.0,90,26597.05187
206.0,25,26597.682323
252.0,44,26598.000456
155.0,21,26598.640709
206.0,27,26599.907525
245.0,31,26599.907811
164.0,26,26599.907915
1008.0,240,26600.858779
260.0,29,26601.166868
438.0,49,26601.800709
330.0,41,26601.800917
193.0,31,26602.122906
106.0,23,26602.760412
1130.0,169,26604.0287
787.0,99,26604.664806
354.0,47,26604.986389
299.0,26,26604.986618
1751.0,132,26605.308716
163.0,28,26605.631584
130.0,19,26605.948792
101.0,17,26608.171171
202.0,30,26608.171407
162.0,26,26608.171517
284.0,34,26608.491856
843.0,128,26609.445169
163.0,27,26609.753681
295.0,47,26611.336541
238.0,30,26611.336778
125.0,20,26612.302233
105.0,17,26613.576314
1328.0,148,26613.893571
344.0,47,26614.848713
164.0,31,26615.485956
313.0,35,26615.802937
1591.0,114,26616.12324
1164.0,195,26616.769566
161.0,29,26617.397839
164.0,26,26618.033048
226.0,35,26619.316053
107.0,19,26619.638458
558.0,57,26619.985592
989.0,139,26620.66902
340.0,38,26620.669286
202.0,27,26620.979035
1199.0,117,26621.614288
754.0,75,26621.929648
559.0,59,26623.830169
1737.0,237,26624.794766
162.0,29,26624.795446
107.0,19,26625.789223
162.0,28,26626.433361
161.0,27,26626.750056
477.0,84,26627.733449
442.0,55,26629.177998
204.0,26,26629.178246
300.0,26,26629.536936
218.0,29,26629.537202
356.0,46,26629.891071
128.0,20,26630.538373
921.0,90,26631.195945
105.0,17,26631.516298
1061.0,109,26632.144494
341.0,37,26633.714536
272.0,30,26634.717917
130.0,19,26635.69844
612.0,76,26636.017403
255.0,29,26636.339506
163.0,30,26636.339847
451.0,49,26636.707735
263.0,37,26637.06645
101.0,17,26637.066669
128.0,21,26637.415624
1234.0,140,26637.732006
1109.0,103,26638.67789
418.0,68,26638.996848
1112.0,251,26639.315484
1157.0,111,26639.963716
194.0,27,26639.963981
499.0,97,26640.959589
184.0,24,26641.596989
133.0,20,26642.243655
948.0,83,26642.871148
107.0,19,26643.191539
395.0,43,26643.886919
161.0,29,26644.205247
268.0,38,26644.523243
881.0,77,26644.523555
1123.0,123,26644.841907
1062.0,168,26644.842167
161.0,27,26645.159978
203.0,25,26645.479144
282.0,35,26647.361058
269.0,33,26647.669662
158.0,33,26648.304673
76.0,18,26648.94245
272.0,31,26649.875463
2130.0,286,26650.526326
299.0,43,26650.526633
390.0,44,26650.526749
204.0,29,26650.843821
675.0,66,26650.844091
1301.0,108,26651.159802
761.0,72,26652.439052
166.0,29,26653.416368
159.0,29,26654.387383
866.0,125,26654.387631
325.0,36,26654.38774
101.0,17,26654.387826
205.0,28,26654.387925
281.0,32,26654.710172
489.0,86,26655.657358
665.0,106,26656.302562
262.0,39,26656.302767
185.0,24,26658.56167
252.0,40,26660.47755
76.0,19,26660.477821
276.0,31,26660.47793
419.0,45,26661.746911
161.0,28,26662.387266
296.0,26,26662.70926
161.0,29,26663.676434
284.0,36,26663.99903
925.0,71,26664.954125
292.0,38,26666.543744
193.0,37,26666.543978
290.0,39,26668.14186
611.0,60,26669.103889
255.0,29,26669.743072
399.0,43,26670.060717
364.0,38,26670.697969
239.0,30,26671.335526
161.0,29,26671.654419
162.0,26,26671.977885
247.0,36,26671.978092
206.0,25,26671.978206
773.0,67,26672.30475
514.0,58,26672.948456
194.0,27,26675.167587
482.0,44,26676.760985
378.0,65,26677.079632
111.0,19,26678.09831
194.0,28,26678.098594
137.0,27,26678.447639
547.0,90,26679.514839
204.0,29,26680.227146
259.0,29,26681.643127
164.0,31,26682.018242
211.0,32,26682.018471
390.0,50,26683.056797
1290.0,134,26683.404227
1847.0,140,26684.137062
378.0,43,26684.506737
194.0,28,26684.877131
1113.0,113,26685.234064
441.0,38,26685.234329
489.0,137,26685.602895
1210.0,106,26685.956176
364.0,41,26685.956559
298.0,27,26686.323431
184.0,22,26688.109489
637.0,70,26688.460176
160.0,28,26688.46044
234.0,35,26690.576908
237.0,20,26690.577133
166.0,27,26691.636623
259.0,38,26691.636899
1123.0,147,26693.402336
604.0,147,26693.402571
247.0,29,26695.549464
237.0,29,26695.899988
1211.0,174,26696.940263
307.0,41,26697.676384
204.0,28,26698.04791
205.0,27,26698.048154
385.0,48,26698.787947
1245.0,144,26698.7882
545.0,75,26699.16141
257.0,30,26699.161659
341.0,38,26699.520071
122.0,19,26700.221725
433.0,51,26700.221984
163.0,26,26700.927168
351.0,48,26701.637906
192.0,29,26701.986686
132.0,20,26705.073033
178.0,25,26706.526922
383.0,65,26708.19097
1164.0,207,26708.19122
2070.0,239,26708.831697
246.0,35,26709.150812
275.0,33,26709.469214
255.0,30,26709.469513
284.0,32,26709.775977
128.0,23,26709.776253
349.0,42,26710.095071
587.0,90,26711.022297
1577.0,200,26711.338819
285.0,32,26711.658306
262.0,30,26711.658537
354.0,42,26713.508362
883.0,84,26713.827483
745.0,72,26715.068135
178.0,24,26716.317317
931.0,93,26717.909213
560.0,120,26718.230948
159.0,28,26718.231248
382.0,42,26718.554964
262.0,30,26719.191225
263.0,30,26719.191649
97.0,15,26719.837481
161.0,27,26720.15812
1021.0,103,26720.791109
239.0,29,26720.791322
127.0,22,26720.791436
636.0,64,26721.09651
364.0,39,26721.723205
203.0,26,26721.723511
564.0,72,26722.64855
423.0,42,26723.258966
193.0,24,26723.882886
702.0,88,26724.814596
1314.0,103,26724.814898
401.0,44,26725.124889
110.0,19,26725.745292
298.0,25,26725.74559
131.0,22,26726.057767
2245.0,199,26726.675472
152.0,21,26727.293035
161.0,27,26727.607495
387.0,62,26727.607767
340.0,54,26727.914266
665.0,94,26729.150964
255.0,29,26729.151257
187.0,24,26729.151371
128.0,19,26730.670178
108.0,18,26731.286819
455.0,74,26731.287267
573.0,42,26731.591192
210.0,35,26731.894376
386.0,45,26732.204298
308.0,41,26733.4459
348.0,38,26733.446142
382.0,53,26734.711945
236.0,32,26734.712385
195.0,31,26736.928707
331.0,44,26736.929005
288.0,44,26737.544363
161.0,29,26738.221084
267.0,39,26738.22138
268.0,38,26738.532424
302.0,27,26740.102723
775.0,126,26740.419231
165.0,27,26740.729556
413.0,59,26741.047936
218.0,29,26741.048267
338.0,41,26742.001635
386.0,47,26742.313476
347.0,48,26742.946688
243.0,30,26742.94704
410.0,51,26743.577473
131.0,24,26744.502263
284.0,35,26744.50253
483.0,50,26744.814606
155.0,21,26744.814881
241.0,28,26745.737211
2574.0,189,26746.036026
164.0,27,26746.634167
1022.0,71,26747.876969
203.0,28,26748.893833
177.0,23,26749.224078
1407.0,247,26749.224309
671.0,82,26751.028347
285.0,32,26751.02863
160.0,28,26751.38959
155.0,21,26751.389889
323.0,35,26752.338418
652.0,139,26753.026471
274.0,39,26753.667232
127.0,27,26753.667492
1316.0,151,26754.306584
382.0,63,26754.942111
195.0,37,26754.942378
160.0,28,26755.896904
342.0,36,26756.219007
242.0,32,26756.219287
490.0,57,26756.848557
797.0,82,26757.480285
244.0,28,26758.097486
127.0,22,26758.410387
1421.0,204,26759.372019
161.0,27,26759.995949
160.0,28,26759.996278
383.0,49,26760.620469
353.0,55,26760.620744
489.0,83,26761.240644
236.0,29,26761.548065
106.0,18,26761.860731
284.0,40,26762.167521
131.0,27,26762.167784
1755.0,132,26762.498578
107.0,17,26762.817913
1082.0,103,26763.424951
204.0,27,26764.663485
164.0,29,26764.98048
252.0,44,26764.980769
194.0,27,26766.815032
268.0,39,26767.133598
302.0,42,26767.449618
101.0,17,26768.080883
161.0,27,26768.390938
386.0,43,26768.39123
786.0,98,26768.710888
176.0,24,26769.665702
530.0,52,26769.98483
243.0,30,26771.264629
960.0,82,26772.208219
318.0,38,26772.525395
320.0,35,26772.525777
206.0,25,26772.525947
387.0,47,26774.757517
265.0,31,26776.674019
1239.0,105,26776.991954
371.0,41,26777.935749
204.0,27,26778.255998
263.0,31,26778.256255
495.0,88,26780.775505
730.0,75,26781.730015
448.0,46,26782.994649
284.0,34,26783.319402
164.0,28,26783.63156
318.0,42,26784.602363
675.0,89,26784.919681
196.0,33,26787.144334
159.0,31,26787.781107
397.0,51,26788.739324
1262.0,186,26790.353604
295.0,38,26790.3539
247.0,31,26790.673339
747.0,71,26790.673631
163.0,26,26791.312781
366.0,42,26791.631855
364.0,97,26791.956141
204.0,27,26791.956406
164.0,28,26792.595439
600.0,65,26793.230054
243.0,29,26793.865087
483.0,43,26795.454465
264.0,34,26795.775534
546.0,86,26797.394468
106.0,23,26798.095045
291.0,34,26798.794999
275.0,36,26798.795296
164.0,26,26799.838334
235.0,30,26800.191557
325.0,36,26800.566912
816.0,192,26802.014678
956.0,130,26802.379124
133.0,20,26802.379413
244.0,29,26803.777352
860.0,126,26804.140699
765.0,113,26805.624835
324.0,36,26805.62514
364.0,40,26805.625257
1967.0,135,26806.338607
371.0,40,26806.338897
1039.0,129,26807.040836
1204.0,107,26807.393279
233.0,28,26808.109588
131.0,26,26808.109838
475.0,50,26809.141372
274.0,36,26810.229712
160.0,30,26810.576034
453.0,55,26810.576276
218.0,30,26810.929005
303.0,27,26811.97734
359.0,41,26813.404003
323.0,36,26813.404269
418.0,68,26813.75239
101.0,17,26814.114766
1384.0,143,26814.47317
246.0,30,26814.473459
367.0,58,26816.236287
506.0,74,26816.236547
165.0,28,26816.236658
275.0,33,26817.299964
252.0,45,26818.365783
1098.0,124,26818.714464
184.0,24,26819.068987
125.0,21,26819.421042
281.0,35,26820.487247
107.0,19,26820.835585
300.0,44,26821.194448
113.0,19,26821.194729
260.0,31,26821.546397
251.0,36,26821.894154
252.0,43,26822.253051
1121.0,164,26822.253315
161.0,29,26823.637173
212.0,29,26823.637469
1303.0,226,26823.985511
1259.0,201,26826.095834
101.0,17,26826.809323
164.0,30,26826.809569
168.0,26,26827.806617
131.0,22,26828.126296
523.0,53,26828.764615
203.0,28,26829.083719
165.0,28,26831.003701
606.0,77,26831.004003
364.0,42,26831.647051
2249.0,211,26832.283026
164.0,28,26832.919713
364.0,41,26832.920017
349.0,40,26834.514675
294.0,41,26834.83108
152.0,21,26834.83139
164.0,26,26835.14976
320.0,37,26835.785645
237.0,30,26836.414062
203.0,27,26837.69117
1077.0,79,26837.691493
118.0,23,26838.324974
358.0,40,26838.961406
796.0,99,26839.279352
882.0,109,26839.279644
165.0,27,26839.59953
179.0,22,26839.917337
273.0,39,26841.19292
1106.0,100,26841.193214
163.0,27,26841.509045
107.0,17,26841.828304
160.0,28,26844.050687
212.0,30,26844.05097
125.0,19,26844.375833
194.0,31,26844.699733
307.0,34,26845.661963
664.0,91,26846.310237
1463.0,121,26846.957504
179.0,25,26847.280148
101.0,17,26847.280505
176.0,24,26847.604533
223.0,31,26847.604804
298.0,39,26848.254631
448.0,52,26848.254947
161.0,30,26849.227849
588.0,107,26849.228086
2231.0,310,26849.87514
631.0,70,26850.191935
275.0,36,26852.7666
364.0,89,26852.766878
76.0,18,26853.081402
194.0,28,26853.714252
963.0,116,26854.354357
555.0,102,26854.993607
129.0,19,26855.958481
386.0,46,26856.28317
443.0,39,26856.606418
211.0,29,26857.564256
878.0,79,26857.564582
161.0,27,26857.891881
230.0,33,26858.210947
387.0,46,26858.851004
284.0,34,26859.170548
324.0,48,26861.083037
364.0,43,26861.410161
717.0,74,26861.410464
263.0,30,26863.327724
131.0,22,26864.604292
161.0,29,26865.555655
160.0,27,26866.520068
206.0,28,26866.520303
342.0,31,26866.520419
245.0,37,26866.841264
1336.0,162,26867.480364
906.0,141,26867.802495
160.0,28,26867.80276
148.0,25,26869.398148
604.0,72,26870.353427
378.0,51,26870.675341
336.0,36,26870.675668
418.0,68,26870.988451
155.0,21,26871.315865
1795.0,154,26871.954025
384.0,43,26871.954336
314.0,37,26872.907439
163.0,26,26874.81803
261.0,33,26876.090759
245.0,31,26876.414291
159.0,28,26876.741225
193.0,24,26877.074712
797.0,75,26877.075008
606.0,102,26877.075123
334.0,37,26878.357427
318.0,37,26879.655506
1592.0,103,26879.978505
195.0,28,26880.304929
364.0,91,26881.91861
76.0,18,26882.883619
1325.0,137,26883.205742
1594.0,131,26883.206049
363.0,40,26883.527946
268.0,41,26883.848083
474.0,53,26884.490754
391.0,41,26885.13487
258.0,29,26885.463726
931.0,110,26885.463995
245.0,30,26886.108356
164.0,30,26886.425442
353.0,41,26888.025566
284.0,34,26888.025892
128.0,19,26889.31637
194.0,28,26889.316661
350.0,56,26890.917327
1139.0,109,26890.91761
307.0,40,26891.236262
923.0,87,26891.236568
317.0,78,26891.873575
284.0,34,26894.430831
161.0,30,26895.080024
250.0,38,26895.080334
341.0,28,26895.080464
155.0,21,26896.043823
268.0,38,26896.687988
255.0,32,26896.688302
165.0,29,26897.324896
373.0,40,26897.963937
1678.0,247,26898.292289
930.0,115,26898.29264
286.0,33,26898.613129
205.0,26,26899.251072
1689.0,146,26899.577432
105.0,17,26900.541978
239.0,29,26900.542233
195.0,29,26900.542371
240.0,28,26900.859363
1682.0,197,26902.129306
692.0,70,26902.129614
989.0,102,26903.095156
204.0,27,26903.095376
161.0,29,26904.372474
164.0,27,26904.693495
128.0,21,26905.012074
110.0,19,26906.602155
247.0,29,26907.248103
858.0,75,26907.248409
202.0,27,26907.886508
427.0,42,26908.527074
215.0,26,26908.85296
1235.0,118,26909.813824
220.0,27,26910.787695
133.0,20,26911.444274
155.0,21,26911.44451
387.0,46,26911.444636
364.0,41,26911.772175
324.0,37,26912.417818
370.0,45,26912.740871
606.0,74,26913.064058
284.0,34,26914.037134
1496.0,110,26915.329896
201.0,26,26916.295155
525.0,53,26916.625182
224.0,31,26917.279372
244.0,35,26917.982461
218.0,29,26917.982708
217.0,29,26918.3402
138.0,22,26918.710526
669.0,116,26919.4216
385.0,49,26920.460289
161.0,30,26921.502231
210.0,30,26922.529893
267.0,39,26922.909208
101.0,17,26923.987178
284.0,38,26924.696383
342.0,29,26926.520862
545.0,74,26926.871575
585.0,153,26927.228802
129.0,26,26927.58931
245.0,30,26927.941306
221.0,27,26928.288051
240.0,30,26928.658672
235.0,28,26929.352039
371.0,37,26929.701206
665.0,101,26930.416738
164.0,29,26930.787701
109.0,19,26930.787964
257.0,29,26931.869945
1099.0,104,26932.221112
448.0,53,26932.57625
176.0,25,26933.63793
1009.0,149,26935.034218
202.0,25,26935.396674
749.0,71,26936.114987
131.0,22,26936.115268
215.0,27,26937.1556
243.0,30,26938.580476
295.0,38,26940.32171
564.0,118,26941.034834
206.0,25,26941.377995
195.0,24,26942.092287
126.0,19,26942.09256
1199.0,77,26942.454293
284.0,32,26943.188133
272.0,37,26943.535703
1164.0,220,26944.234273
569.0,61,26944.601475
612.0,90,26944.601747
204.0,27,26945.653535
194.0,28,26946.003074
1415.0,164,26946.365092
355.0,49,26948.062415
2136.0,192,26948.384067
653.0,57,26948.711883
688.0,77,26949.679161
1556.0,123,26949.679441
450.0,59,26950.327403
1408.0,315,26950.327673
310.0,34,26950.327812
484.0,53,26950.64892
203.0,26,26950.961303
1413.0,143,26951.919952
166.0,27,26952.239959
256.0,34,26952.888734
1140.0,124,26955.445625
364.0,40,26955.445924
272.0,31,26956.082903
127.0,19,26957.042309
405.0,43,26957.679758
210.0,29,26958.955126
252.0,45,26959.278576
216.0,33,26959.278811
161.0,28,26959.605145
244.0,29,26959.605411
201.0,54,26960.241924
995.0,97,26960.242201
361.0,41,26961.197084
252.0,41,26961.518165
263.0,29,26961.518425
100.0,18,26965.02621
193.0,31,26965.987872
614.0,68,26966.301161
1449.0,167,26967.267005
339.0,37,26967.26727
243.0,28,26968.543691
923.0,72,26968.858836
166.0,26,26969.499134
452.0,52,26969.499328
268.0,38,26969.82341
161.0,27,26970.144818
307.0,39,26971.415035
129.0,22,26973.009938
488.0,67,26973.324154
387.0,44,26973.648157
254.0,41,26974.614268
1315.0,133,26974.936256
320.0,105,26975.262009
316.0,33,26975.587836
481.0,58,26977.866712
272.0,34,26978.19894
241.0,29,26978.199213
245.0,30,26978.199335
1492.0,128,26979.177041
730.0,71,26979.832443
262.0,34,26980.50351
285.0,32,26980.503753
76.0,18,26980.823082
211.0,29,26980.823387
752.0,156,26981.143759
217.0,29,26982.436658
253.0,41,26983.068939
517.0,74,26984.036875
317.0,37,26985.317672
919.0,122,26985.636795
190.0,24,26985.966455
1374.0,129,26986.285778
204.0,26,26986.606343
128.0,21,26986.606624
1042.0,145,26987.593745
105.0,23,26988.236574
712.0,68,26988.236859
453.0,58,26988.236949
403.0,43,26988.56257
362.0,40,26988.56285
665.0,104,26988.880241
463.0,49,26989.519962
161.0,29,26989.840047
211.0,28,26989.840331
164.0,29,26989.840439
252.0,41,26991.115393
194.0,27,26991.115654
202.0,37,26991.115781
386.0,41,26991.433371
126.0,19,26992.493793
130.0,19,26992.838775
128.0,19,26992.839045
1653.0,134,26992.83916
1241.0,139,26995.038956
184.0,25,26995.676533
105.0,23,26995.676743
284.0,36,26997.588605
159.0,28,26998.862562
134.0,19,26998.862828
131.0,29,26999.178632
212.0,30,26999.497262
392.0,46,27000.1386
346.0,37,27000.13886
101.0,17,27001.114955
275.0,31,27001.115223
347.0,39,27001.115321
225.0,31,27001.439459
275.0,32,27001.439734
372.0,60,27002.434014
350.0,53,27002.749379
364.0,43,27003.406392
180.0,24,27003.406617
383.0,50,27005.019927
133.0,19,27005.020195
1318.0,216,27005.654859
109.0,19,27007.275018
702.0,148,27007.921043
206.0,25,27008.248938
159.0,31,27008.899607
274.0,31,27009.224162
218.0,28,27010.196024
364.0,41,27010.858261
323.0,35,27010.85853
263.0,30,27010.858641
672.0,111,27011.178381
224.0,34,27012.466672
101.0,17,27012.79744
256.0,35,27012.797676
398.0,57,27013.439436
1385.0,150,27015.676954
772.0,85,27015.996279
403.0,43,27016.316758
371.0,80,27016.955762
265.0,38,27017.289022
398.0,43,27017.28928
830.0,76,27017.289411
164.0,28,27017.925589
893.0,79,27017.925867
165.0,29,27018.568858
110.0,19,27018.886154
127.0,27,27019.525141
340.0,30,27019.847059
286.0,37,27020.168298
129.0,27,27021.452864
284.0,34,27021.771789
312.0,36,27022.410642
244.0,31,27022.410889
207.0,27,27024.314046
101.0,17,27024.314299
303.0,25,27025.27247
601.0,82,27026.543429
161.0,28,27026.863722
161.0,27,27027.18502
268.0,35,27027.495233
306.0,33,27027.81842
1557.0,137,27028.140472
194.0,27,27028.140715
97.0,15,27029.097361
244.0,29,27029.097629
529.0,53,27030.36663
128.0,19,27031.327352
801.0,74,27031.651585
227.0,32,27031.651868
364.0,38,27032.292791
320.0,37,27034.20865
101.0,17,27034.52416
481.0,56,27034.843175
941.0,93,27034.843446
366.0,42,27035.162978
159.0,28,27035.786072
387.0,42,27035.786381
166.0,27,27035.786496
1101.0,107,27037.683808
132.0,22,27038.729437
1893.0,143,27038.729713
258.0,39,27040.174843
812.0,183,27040.175151
75.0,19,27040.870473
125.0,20,27041.5675
275.0,35,27041.932682
371.0,41,27042.644672
448.0,47,27043.722307
337.0,37,27044.791337
475.0,42,27045.498141
1218.0,132,27045.863385
255.0,29,27045.863661
101.0,17,27046.934975
325.0,37,27046.935214
364.0,58,27047.291354
164.0,28,27047.643724
194.0,27,27048.369428
252.0,36,27048.369672
364.0,42,27049.751124
386.0,40,27049.751388
573.0,71,27050.450366
206.0,27,27051.154496
97.0,15,27052.202714
883.0,72,27052.563275
245.0,30,27053.243885
202.0,25,27054.278815
789.0,111,27054.985422
204.0,30,27055.331156
165.0,29,27056.020233
1309.0,325,27056.361256
212.0,29,27057.058737
215.0,26,27057.401252
163.0,30,27058.093479
128.0,20,27058.093777
101.0,17,27058.09388
1134.0,215,27059.119242
675.0,60,27061.195929
284.0,34,27061.547017
193.0,30,27062.907712
202.0,25,27062.908017
219.0,29,27063.259454
101.0,17,27063.939891
386.0,45,27063.94027
373.0,42,27064.285763
165.0,27,27065.295974
284.0,34,27067.059439
166.0,27,27067.395514
812.0,168,27067.395813
271.0,38,27069.243591
323.0,36,27069.243855
101.0,17,27069.556919
124.0,20,27069.557213
600.0,61,27071.091638
204.0,29,27071.091855
476.0,42,27072.028219
275.0,31,27072.965581
244.0,30,27072.965882
1315.0,151,27074.841677
101.0,17,27074.841994
163.0,26,27075.465923
585.0,84,27075.466204
206.0,30,27076.392595
1562.0,112,27076.704751
460.0,125,27077.012332
385.0,41,27077.323822
299.0,25,27077.324113
395.0,46,27078.539172
179.0,25,27078.850761
232.0,38,27079.157284
155.0,21,27079.466589
204.0,25,27079.767743
396.0,47,27080.084061
76.0,19,27080.712115
418.0,68,27081.033738
1601.0,148,27081.034029
2306.0,200,27081.973431
219.0,31,27082.591919
306.0,38,27082.912001
1520.0,235,27082.912307
262.0,29,27084.497748
204.0,26,27084.498055
219.0,29,27086.382632
131.0,22,27086.382879
301.0,36,27086.695344
110.0,19,27086.69563
376.0,57,27086.995254
257.0,29,27087.602801
1657.0,134,27087.927313
239.0,28,27087.927611
204.0,29,27087.927715
2239.0,218,27088.868093
252.0,42,27090.112639
376.0,43,27090.741356
573.0,40,27092.307719
704.0,117,27092.617097
75.0,19,27092.617375
161.0,27,27092.928578
268.0,37,27093.545075
128.0,23,27093.545362
204.0,29,27093.545463
460.0,48,27095.075692
292.0,39,27095.076039
244.0,28,27095.076156
176.0,25,27095.694773
162.0,27,27096.001679
124.0,21,27097.269494
1344.0,162,27098.602194
948.0,95,27098.91207
106.0,23,27099.856631
205.0,26,27100.492854
1244.0,2005,27100.818021
1361.0,137,27101.155278
624.0,60,27101.464191
939.0,86,27101.777856
162.0,31,27102.747266
196.0,24,27103.454396
126.0,19,27103.454675
404.0,43,27103.774509
241.0,29,27104.437507
284.0,34,27104.437813
260.0,31,27106.041979
958.0,146,27107.639894
1599.0,203,27108.283919
1106.0,101,27108.603615
201.0,27,27109.246825
448.0,45,27109.568782
237.0,30,27109.569061
311.0,35,27109.880666
325.0,35,27110.201218
215.0,27,27110.521959
195.0,29,27110.522245
342.0,30,27111.149495
159.0,28,27111.794071
360.0,57,27111.794367
298.0,27,27112.104842
49.0,17,27114.015947
268.0,34,27114.64842
284.0,34,27115.283282
107.0,19,27115.592434
915.0,111,27116.21687
279.0,33,27116.535616
364.0,43,27117.169956
132.0,22,27117.485208
1177.0,238,27117.797102
301.0,28,27118.102408
165.0,29,27118.730176
1397.0,98,27119.045837
207.0,28,27119.360664
751.0,103,27119.360965
237.0,29,27120.291713
300.0,27,27120.604291
273.0,32,27121.846652
1120.0,92,27121.846943
370.0,44,27122.156979
362.0,47,27122.477079
298.0,42,27123.411903
430.0,45,27124.029171
50.0,17,27124.347115
1380.0,97,27124.347411
130.0,22,27124.347526
125.0,21,27124.654698
204.0,30,27126.551227
184.0,23,27126.551512
161.0,27,27127.203368
119.0,20,27128.159261
341.0,29,27129.42386
963.0,154,27129.743012
592.0,92,27130.068951
978.0,138,27130.709965
385.0,45,27130.710174
130.0,20,27131.024974
264.0,30,27131.345671
549.0,56,27131.662123
418.0,54,27132.291462
569.0,57,27132.616177
194.0,27,27132.946278
194.0,27,27132.946567
382.0,41,27133.58233
201.0,27,27135.163861
252.0,43,27136.135624
163.0,29,27136.458852
298.0,43,27137.10786
129.0,21,27137.756697
428.0,51,27138.402822
651.0,74,27139.684937
129.0,20,27140.006341
160.0,28,27140.328996
349.0,37,27141.281682
194.0,28,27141.937619
162.0,35,27141.937886
661.0,76,27141.938001
177.0,23,27142.581874
276.0,32,27143.221765
1021.0,175,27143.541946
1414.0,123,27143.542148
1190.0,155,27144.4956
689.0,177,27145.139154
161.0,27,27145.139392
1202.0,198,27145.769663
205.0,26,27146.104316
364.0,43,27146.104566
128.0,20,27146.427063
165.0,27,27148.977321
196.0,24,27150.254806
194.0,27,27150.573762
403.0,47,27151.212777
162.0,29,27151.212995
131.0,26,27151.531093
595.0,80,27152.169988
127.0,21,27152.80796
348.0,40,27154.087506
227.0,34,27154.406229
256.0,30,27154.730671
202.0,27,27155.048627
319.0,37,27156.32322
630.0,61,27156.642276
270.0,34,27156.963071
129.0,25,27158.718773
403.0,43,27159.081628
204.0,27,27159.081926
1256.0,151,27160.136074
136.0,27,27160.13653
1404.0,141,27160.856449
407.0,71,27162.963728
257.0,36,27163.699768
163.0,27,27164.07551
342.0,29,27164.075807
954.0,98,27164.775458
388.0,48,27165.130735
1324.0,110,27165.834846
339.0,32,27166.211479
303.0,35,27166.584418
204.0,28,27166.931659
1361.0,131,27167.286122
75.0,19,27167.644531
194.0,27,27168.344821
319.0,37,27169.413198
197.0,29,27169.413508
588.0,79,27170.122526
738.0,120,27170.48748
274.0,32,27171.592512
460.0,88,27171.592825
419.0,44,27172.278278
750.0,57,27172.628646
129.0,21,27173.665471
263.0,30,27174.37692
363.0,40,27174.377441
403.0,44,27174.732563
164.0,30,27174.732853
874.0,111,27175.792389
1653.0,134,27176.511907
250.0,30,27177.227735
926.0,148,27177.592226
233.0,28,27177.5925
204.0,30,27177.592614
176.0,24,27177.957121
194.0,27,27177.957453
1297.0,166,27179.394998
1443.0,183,27180.152939
129.0,21,27180.153177
401.0,151,27180.837216
190.0,34,27181.533837
386.0,48,27182.24629
101.0,17,27183.674008
234.0,34,27183.674262
208.0,33,27184.04403
161.0,27,27184.044256
225.0,19,27184.40834
653.0,58,27184.767745
159.0,29,27185.120127
223.0,39,27185.471889
129.0,22,27185.822461
418.0,68,27187.25314
218.0,29,27187.567796
276.0,35,27188.205417
252.0,39,27188.523825
75.0,19,27190.11793
307.0,34,27191.073574
357.0,40,27191.392429
163.0,28,27191.718769
344.0,40,27191.719069
164.0,26,27192.680246
106.0,26,27193.002264
139.0,23,27193.321914
244.0,28,27193.964142
161.0,30,27194.923093
312.0,35,27195.559915
587.0,65,27196.524251
828.0,67,27196.524559
