#{"t_start": 1776489777.5702183, "env_id": "None"}
r,l,t
-3745.0,690,984.776697
133.0,41,984.777072
-17.0,48,988.600002
-43.0,48,988.600265
-124.0,47,988.918943
-236.0,94,989.877451
-208.0,101,989.877753
-103.0,35,990.19242
231.0,55,991.144925
-4682.0,962,991.473645
-27.0,22,991.47396
-24.0,24,992.423898
129.0,127,992.424105
148.0,55,992.742025
244.0,81,993.368688
58.0,29,993.369056
-185.0,66,994.957181
-54.0,42,994.95749
116.0,41,995.603251
-55.0,46,997.526941
-33.0,47,998.171879
-67.0,22,998.488894
138.0,48,1000.269347
-46.0,28,1000.618983
32.0,124,1001.313622
60.0,41,1002.018077
45.0,37,1002.367943
-87.0,43,1002.715222
162.0,153,1003.775952
-744.0,170,1003.776191
-83.0,40,1004.490127
-172.0,37,1005.192128
-81.0,20,1005.531841
368.0,159,1005.883653
59.0,36,1008.043124
37.0,44,1008.415843
127.0,80,1008.416104
-127.0,50,1010.548062
386.0,147,1011.623971
184.0,43,1012.725664
-8.0,32,1013.821513
-95.0,46,1014.572969
-186.0,57,1014.941146
45.0,58,1015.315866
-137.0,28,1015.675161
-91.0,39,1016.034889
-14.0,32,1016.770367
-2879.0,667,1017.839329
49.0,37,1017.839731
-49.0,31,1019.639275
-140.0,93,1022.140513
9.0,20,1022.859731
-5265.0,1174,1023.237713
-55.0,27,1023.598313
-93.0,46,1025.052235
-7.0,42,1025.771288
-142.0,38,1026.502432
49.0,76,1027.529854
-33.0,69,1027.530139
-124.0,34,1029.764871
214.0,42,1030.093446
-48.0,21,1030.09373
-123.0,45,1030.422504
129.0,63,1030.42276
-114.0,119,1031.059179
321.0,123,1031.380506
-21.0,35,1031.697432
33.0,46,1032.666401
-168.0,51,1032.666677
209.0,48,1034.259154
-106.0,33,1034.57772
-5279.0,879,1034.89541
111.0,31,1035.854827
-21.0,19,1036.170178
66.0,20,1036.170416
11.0,19,1036.492177
24.0,36,1036.81767
12.0,43,1037.446661
37.0,24,1038.719292
-110.0,40,1039.35142
167.0,139,1039.983129
81.0,72,1040.301524
-14.0,19,1042.197221
-36.0,25,1042.197484
-998.0,219,1042.517927
-13.0,36,1043.151608
-38.0,51,1043.785277
-83.0,38,1044.747571
-64.0,48,1045.728126
-20.0,46,1046.05425
-334.0,125,1046.378106
0.0,35,1047.027495
-49.0,132,1048.636296
150.0,67,1048.960145
95.0,36,1048.960409
-146.0,54,1049.923982
-3.0,25,1050.257103
-16.0,43,1050.257365
-18.0,35,1050.579986
37.0,27,1051.845805
-16.0,48,1052.161386
-147.0,33,1052.792498
169.0,125,1053.43417
159.0,169,1057.583058
-50.0,25,1058.238209
9.0,36,1058.564544
-26.0,159,1059.201749
-19.0,49,1059.549718
9.0,44,1060.189879
-20.0,27,1060.508556
-301.0,183,1062.750302
4.0,61,1064.425439
22.0,36,1064.425676
-168.0,49,1064.73948
172.0,50,1066.688948
11.0,91,1069.252762
411.0,59,1069.253026
-68.0,73,1069.253119
-16.0,54,1069.575404
16.0,19,1070.520589
46.0,69,1071.158992
-112.0,36,1071.159232
-36.0,26,1071.159325
245.0,108,1073.344028
-16.0,48,1073.66631
-43.0,48,1073.985091
-69.0,43,1074.29665
15.0,31,1076.599525
-44.0,20,1076.941195
-33.0,52,1076.941418
11.0,30,1078.874856
-80.0,178,1079.844552
-44.0,23,1081.136032
-16.0,41,1082.420354
296.0,107,1083.073381
2.0,61,1084.043989
97.0,45,1084.04433
-78.0,24,1084.684033
37.0,34,1085.027242
-543.0,124,1086.467697
-127.0,49,1087.160822
-164.0,42,1087.161096
111.0,151,1089.066566
-84.0,56,1089.386573
-25.0,48,1090.028867
-138.0,41,1090.029161
-185.0,190,1091.312743
-14.0,21,1091.631033
-2079.0,356,1094.801686
-59.0,57,1095.440432
273.0,132,1096.077678
-20.0,31,1097.024842
-60.0,43,1097.98471
78.0,52,1097.984979
-54.0,21,1098.312036
216.0,45,1098.628889
-49.0,125,1099.586708
-210.0,46,1099.903411
88.0,37,1100.86285
-139.0,34,1100.863133
-76.0,59,1101.501792
43.0,48,1104.671079
-252.0,125,1104.991087
-46.0,80,1105.630047
-1010.0,197,1105.950441
-106.0,25,1106.27708
-79.0,62,1106.913031
12.0,53,1106.913308
-56.0,75,1107.229722
-126.0,179,1107.549599
-3664.0,790,1108.185885
-844.0,227,1109.157705
-205.0,95,1109.489118
16.0,42,1112.079133
-107.0,35,1112.079411
-36.0,33,1112.079503
-54.0,66,1112.40717
-113.0,49,1112.733253
75.0,46,1112.733485
-139.0,57,1113.698231
46.0,43,1113.698509
24.0,50,1114.025109
-119.0,29,1115.612095
-81.0,47,1115.931776
4.0,31,1116.8849
88.0,38,1117.218382
-80.0,29,1118.598367
17.0,154,1118.943477
15.0,149,1119.30267
-386.0,74,1120.019524
12.0,28,1122.099361
-53.0,22,1123.147698
-20.0,48,1123.501832
-6.0,36,1124.20014
160.0,37,1125.265244
68.0,41,1125.97736
37.0,21,1126.332454
-102.0,55,1126.683056
-240.0,67,1127.033974
-83.0,42,1128.112013
-79.0,35,1129.126188
-203.0,45,1129.469627
-172.0,68,1129.827731
-47.0,53,1130.197634
-93.0,34,1130.554377
111.0,32,1133.302502
-162.0,31,1133.993995
-109.0,73,1134.337815
-116.0,146,1134.702003
-109.0,61,1134.702294
-168.0,54,1136.077967
33.0,20,1137.412908
10.0,37,1138.080473
-2.0,82,1140.508793
-110.0,50,1140.862705
4.0,48,1140.863099
51.0,43,1140.863302
-104.0,22,1141.564896
49.0,65,1141.929248
-140.0,42,1144.02561
-1607.0,336,1145.060777
8.0,43,1145.06108
1.0,33,1146.114743
-418.0,119,1146.452944
68.0,53,1147.425649
-47.0,22,1148.999282
20.0,63,1149.628779
-94.0,61,1150.575613
120.0,29,1151.521767
156.0,132,1151.833903
371.0,160,1153.096645
27.0,46,1153.420361
-8.0,29,1154.360994
-21.0,19,1154.989519
399.0,85,1154.989785
338.0,107,1156.235438
-762.0,189,1157.528397
-248.0,51,1157.52868
-3.0,38,1158.173352
-113.0,95,1158.818335
-85.0,77,1158.818623
-76.0,36,1158.818716
17.0,47,1159.130955
-83.0,58,1159.763799
-39.0,22,1162.006905
-10.0,45,1163.91817
321.0,185,1167.22567
37.0,43,1167.226015
-15.0,43,1168.211752
37.0,56,1168.541849
-64.0,35,1169.537632
104.0,56,1169.873364
229.0,36,1170.537182
22.0,33,1170.537434
-111.0,42,1171.180609
-132.0,42,1172.470059
-101.0,42,1172.802405
124.0,47,1174.136141
415.0,105,1174.84027
-126.0,39,1174.840573
-25.0,33,1174.840765
288.0,77,1176.496053
164.0,69,1177.493744
68.0,31,1177.496249
-6.0,32,1180.449406
105.0,33,1181.413179
-473.0,143,1181.727397
-174.0,33,1182.042615
-114.0,168,1182.360607
-16.0,32,1183.31351
-110.0,27,1183.632585
-150.0,45,1184.278706
7.0,21,1184.278971
-684.0,126,1185.884498
-42.0,54,1185.884799
8.0,36,1186.520847
195.0,33,1187.16121
-52.0,46,1187.481076
-86.0,41,1188.128002
48.0,19,1189.723631
-112.0,73,1192.246388
-5.0,112,1193.830987
56.0,62,1194.150239
136.0,75,1194.787531
-111.0,37,1195.117018
-7.0,42,1195.435728
-35.0,42,1195.751957
168.0,133,1196.072567
14.0,47,1196.397334
21.0,38,1196.397596
21.0,60,1196.724789
-21.0,30,1197.051786
-57.0,23,1197.052088
-497.0,157,1197.052176
-5.0,37,1198.949651
-884.0,255,1200.224797
-39.0,38,1200.225103
181.0,52,1200.866505
77.0,47,1200.866783
-88.0,48,1201.816831
33.0,22,1202.45436
-270.0,191,1202.77439
-76.0,21,1202.77469
-79.0,19,1203.093966
41.0,28,1203.094223
272.0,159,1207.539352
104.0,35,1207.539621
-24.0,44,1208.828632
-82.0,38,1209.156087
-42.0,20,1209.156353
118.0,42,1210.131271
-49.0,25,1211.093813
65.0,41,1212.057564
45.0,37,1212.700839
-76.0,32,1213.345162
-26.0,44,1214.325949
-112.0,44,1214.962758
-73.0,111,1215.923564
35.0,45,1216.243742
101.0,70,1217.513626
-174.0,49,1218.156872
-6.0,34,1218.478889
169.0,39,1221.686581
-131.0,34,1222.004652
55.0,25,1223.919296
-31.0,48,1224.236382
-111.0,39,1224.56489
76.0,45,1224.565129
344.0,90,1225.197988
-49.0,38,1225.516145
-67.0,36,1227.745833
-14.0,30,1227.746145
-246.0,148,1229.020611
-58.0,44,1229.020849
9.0,90,1231.569203
-171.0,62,1232.524057
-36.0,36,1233.161581
73.0,118,1233.480745
-83.0,52,1234.12858
253.0,68,1236.042166
34.0,58,1237.021526
-55.0,39,1237.021768
-117.0,52,1238.832611
74.0,34,1238.832943
-334.0,231,1241.996839
-59.0,40,1242.36078
13.0,33,1244.50491
-164.0,57,1244.505216
-108.0,24,1245.550834
-48.0,35,1246.255302
-45.0,21,1246.255561
44.0,144,1247.296745
-227.0,69,1247.297042
-143.0,44,1247.639825
-64.0,35,1249.337467
71.0,39,1249.689615
-18.0,48,1250.064051
61.0,80,1250.745334
175.0,81,1251.781032
-1533.0,363,1253.162116
75.0,27,1253.827049
-41.0,51,1256.589838
-105.0,31,1256.944466
-83.0,199,1257.632253
261.0,89,1257.977655
9.0,46,1258.346004
841.0,151,1259.389555
-36.0,33,1260.744311
1.0,50,1261.78771
-214.0,47,1261.787946
-64.0,44,1262.824286
66.0,39,1263.166896
16.0,19,1263.515306
278.0,114,1263.862948
-102.0,35,1265.258466
-50.0,72,1267.01492
172.0,41,1267.96888
-127.0,65,1268.607528
518.0,184,1268.92539
11.0,18,1269.562869
415.0,58,1271.49362
-76.0,72,1271.827052
30.0,40,1271.827302
59.0,65,1272.797951
-36.0,38,1273.444399
66.0,27,1274.099096
-341.0,134,1274.42001
131.0,39,1274.748684
86.0,52,1275.397796
-15.0,19,1275.722561
-48.0,58,1276.053418
-16.0,43,1277.030006
-100.0,135,1277.360346
-43.0,23,1282.195526
-2031.0,443,1282.840452
-14.0,62,1283.481465
-23.0,34,1283.808088
-29.0,41,1285.101827
-123.0,30,1285.428124
64.0,68,1286.074568
336.0,88,1286.711468
-68.0,58,1287.360766
114.0,52,1288.331268
-35.0,35,1288.33156
36.0,51,1289.93226
-254.0,47,1291.212773
-47.0,22,1292.503219
-53.0,30,1292.503454
40.0,68,1293.807522
112.0,32,1293.807786
36.0,85,1294.458715
-222.0,82,1294.458979
-196.0,135,1294.793244
-278.0,101,1294.793495
12.0,28,1296.400353
155.0,44,1296.400635
-5456.0,923,1296.726093
89.0,32,1298.831186
-77.0,20,1299.19434
-39.0,35,1299.882539
107.0,48,1300.934559
-53.0,32,1301.965499
-490.0,167,1303.042545
16.0,25,1305.488557
-22.0,34,1305.488849
-50.0,34,1306.535419
-47.0,22,1306.87731
35.0,34,1308.30241
-43.0,148,1308.66557
-50.0,44,1309.041661
-2.0,41,1309.041933
6.0,56,1309.042073
287.0,103,1309.743551
522.0,126,1310.785799
-34.0,52,1312.513696
-54.0,34,1313.92371
61.0,121,1314.632551
173.0,64,1314.632824
-91.0,43,1314.98266
-31.0,41,1315.356338
92.0,85,1315.710342
12.0,21,1315.710612
-145.0,31,1316.405825
-113.0,58,1316.756055
-17.0,28,1316.75636
-703.0,133,1319.205565
-28.0,41,1319.892767
15.0,40,1320.588068
-61.0,51,1320.961645
-19.0,80,1322.326787
100.0,40,1322.980251
-125.0,41,1323.303255
-71.0,25,1323.303522
-17.0,20,1323.641341
-143.0,32,1325.037621
-72.0,26,1325.391763
253.0,128,1327.471023
-114.0,38,1327.789111
37.0,38,1328.427501
-3632.0,894,1329.054646
-19.0,18,1329.693
25.0,50,1329.693271
-115.0,42,1330.015049
35.0,31,1330.965663
25.0,45,1331.922242
-400.0,162,1331.922545
43.0,39,1332.87931
114.0,54,1333.833801
-12.0,57,1334.153906
139.0,73,1334.472271
-108.0,33,1335.747438
-58.0,45,1337.66487
-45.0,25,1337.665114
-1760.0,613,1338.625019
-118.0,36,1338.955352
217.0,121,1339.921911
-120.0,52,1340.241343
-2400.0,434,1341.204685
61.0,35,1341.204936
-206.0,40,1342.484608
347.0,170,1343.135562
38.0,18,1343.470416
24.0,47,1344.104834
-173.0,40,1344.741924
-203.0,44,1345.060965
57.0,42,1345.376535
47.0,55,1346.020678
32.0,77,1347.280994
52.0,27,1347.609874
-5103.0,880,1347.610158
-13.0,23,1348.571875
-172.0,66,1348.890943
-108.0,42,1349.217333
-116.0,52,1349.526334
-106.0,50,1350.154017
-135.0,22,1350.472445
-47.0,29,1352.401376
-15.0,30,1353.6847
43.0,34,1355.591443
-2.0,42,1355.906623
41.0,19,1356.546511
629.0,145,1356.546782
475.0,141,1357.188779
-125.0,53,1357.189021
124.0,27,1357.509407
-26.0,31,1359.19382
4.0,21,1359.194092
54.0,63,1360.254295
-111.0,72,1360.946102
82.0,48,1361.644496
-1.0,25,1362.015393
-42.0,21,1363.746136
-148.0,44,1364.822213
-177.0,49,1364.822508
-134.0,48,1365.520083
-3305.0,519,1365.859915
-279.0,90,1368.305192
-99.0,26,1369.345995
-45.0,41,1369.686852
-232.0,143,1370.416454
46.0,24,1370.41672
-15.0,42,1370.4168
-16.0,20,1370.749322
-60.0,111,1371.110809
-249.0,115,1371.828791
139.0,42,1371.82903
-30.0,20,1371.829123
-142.0,83,1372.917566
-228.0,162,1372.917833
32.0,42,1373.96456
-59.0,196,1374.665631
-3131.0,572,1375.702882
64.0,41,1376.05314
-76.0,48,1376.053342
-182.0,86,1376.412591
29.0,39,1379.165089
-75.0,26,1379.853249
-28.0,34,1381.593847
-50.0,35,1382.636352
23.0,28,1383.700251
52.0,45,1384.054073
-53.0,56,1384.401587
130.0,37,1384.761449
-11.0,40,1427.332019
-73.0,75,1428.604143
-109.0,48,1428.604381
-17.0,34,1429.228722
47.0,45,1429.848984
61.0,42,1431.83558
-28.0,99,1432.829913
-165.0,34,1432.830239
5.0,33,1434.130968
78.0,41,1434.459708
153.0,28,1434.459956
54.0,30,1435.810193
-98.0,40,1437.475414
-21.0,27,1438.129565
199.0,115,1438.455131
-50.0,21,1439.731917
-47.0,32,1440.392865
348.0,88,1440.715081
-3.0,41,1440.71534
65.0,39,1441.360449
-70.0,83,1441.360672
-92.0,46,1441.360754
-124.0,24,1442.2952
340.0,131,1442.618199
15.0,79,1444.19501
257.0,166,1444.826621
13.0,19,1445.768917
71.0,40,1447.053282
-15.0,48,1447.366671
74.0,26,1449.572475
37.0,113,1449.572727
-141.0,38,1449.572855
3.0,23,1449.572945
-95.0,44,1449.885308
76.0,32,1450.515975
12.0,40,1450.83938
31.0,32,1450.839655
-291.0,269,1451.472793
11.0,20,1452.113194
-209.0,55,1452.113601
126.0,44,1452.433417
-297.0,115,1452.433703
-170.0,84,1455.60068
35.0,47,1456.236057
89.0,31,1457.19478
42.0,40,1457.509948
-42.0,23,1458.150423
-63.0,36,1458.459925
38.0,60,1460.366048
-25.0,26,1460.36631
-22.0,30,1460.366432
-478.0,161,1460.686017
-6.0,42,1463.215197
-180.0,45,1463.85736
42.0,19,1464.188381
86.0,47,1464.507921
396.0,76,1464.832691
47.0,42,1465.482671
178.0,50,1466.448222
-15.0,20,1466.770672
-180.0,50,1468.385072
-164.0,174,1469.670639
-12.0,20,1470.637712
2.0,22,1471.933903
86.0,29,1472.574466
-82.0,40,1473.224504
34.0,55,1473.224704
393.0,127,1473.548267
-133.0,29,1473.866381
-66.0,24,1474.506163
-14.0,53,1475.483487
314.0,75,1475.483765
-142.0,182,1475.483859
-1492.0,282,1475.483925
127.0,36,1477.080722
0.0,31,1479.817425
234.0,61,1480.161877
70.0,22,1480.523779
191.0,30,1480.524053
-12.0,53,1481.207991
414.0,77,1482.283834
-862.0,283,1482.629379
-10.0,28,1483.994209
-80.0,35,1485.042031
539.0,133,1485.774536
-10.0,87,1486.136553
-19.0,37,1486.498649
6.0,41,1486.498912
-2.0,61,1486.842234
-52.0,34,1487.182834
-813.0,221,1489.997566
71.0,27,1489.997876
1.0,49,1490.353207
69.0,39,1490.70904
136.0,30,1491.808307
119.0,32,1491.8086
461.0,60,1492.512953
-75.0,21,1493.221715
-120.0,27,1493.584909
-25.0,55,1494.670561
84.0,32,1497.885185
-115.0,36,1497.885468
-21.0,33,1498.640234
-1033.0,335,1498.640485
81.0,46,1498.640607
-1.0,21,1499.371224
-131.0,26,1499.730083
157.0,37,1499.73031
-115.0,41,1501.900133
114.0,36,1502.970674
202.0,66,1503.345913
-74.0,27,1503.34622
8.0,49,1503.712896
78.0,166,1505.511705
-137.0,187,1506.936249
-87.0,47,1507.586557
516.0,174,1508.236591
11.0,30,1508.548666
21.0,48,1508.866283
63.0,17,1509.173296
-20.0,42,1509.494148
-151.0,123,1510.737748
399.0,53,1511.047482
90.0,34,1511.047769
-35.0,25,1511.670449
-20.0,33,1512.896682
-45.0,32,1513.529538
73.0,41,1513.529814
173.0,171,1513.832073
-49.0,28,1514.454299
-78.0,49,1515.071886
72.0,50,1515.378995
95.0,24,1516.32591
-132.0,55,1516.939894
82.0,33,1517.861945
-3.0,34,1519.094036
86.0,52,1520.342532
-52.0,31,1520.342933
89.0,21,1520.966897
20.0,37,1525.012704
-110.0,33,1525.323234
-201.0,47,1525.637112
-49.0,44,1526.590941
242.0,53,1527.515523
111.0,52,1527.836002
-25.0,46,1527.836224
63.0,43,1529.706591
-110.0,48,1530.326831
31.0,40,1530.327134
330.0,144,1530.632145
-102.0,34,1530.953856
113.0,45,1530.954155
-61.0,77,1530.954233
83.0,17,1530.954298
93.0,240,1531.586955
-156.0,126,1531.587213
108.0,41,1531.895598
-64.0,175,1533.769041
101.0,86,1535.003339
55.0,33,1535.31876
14.0,30,1535.978595
-287.0,337,1535.978879
56.0,74,1536.915513
-694.0,232,1537.228521
-77.0,32,1537.870475
474.0,120,1538.187147
25.0,24,1538.508807
218.0,93,1538.509103
13.0,43,1538.825266
24.0,29,1538.825571
125.0,30,1539.758592
34.0,33,1540.703464
373.0,146,1540.703738
167.0,29,1541.023311
189.0,57,1545.35693
86.0,36,1546.311283
59.0,41,1546.629495
17.0,52,1547.258654
71.0,57,1548.836862
197.0,36,1549.152503
130.0,160,1549.1528
84.0,32,1549.781024
70.0,36,1550.0972
-33.0,49,1551.362684
222.0,33,1551.362947
201.0,53,1552.641631
30.0,23,1552.64191
-8.0,75,1554.516948
-115.0,57,1556.534847
32.0,23,1556.535057
-2583.0,580,1557.156937
95.0,236,1557.479883
-196.0,82,1557.480228
-37.0,59,1557.480439
103.0,40,1559.351986
-22.0,34,1559.980501
-105.0,44,1560.298318
338.0,164,1560.617772
-81.0,43,1560.94237
71.0,30,1560.942624
39.0,38,1560.942754
-81.0,130,1561.261934
135.0,36,1561.580407
-35.0,34,1563.498893
-1390.0,272,1564.457588
78.0,28,1565.413866
-48.0,50,1567.35863
315.0,85,1567.672516
154.0,98,1568.309519
111.0,38,1569.595154
158.0,25,1569.595424
-51.0,30,1569.595507
82.0,55,1570.235451
-165.0,30,1570.235731
190.0,32,1570.567635
58.0,33,1571.544461
42.0,35,1572.183076
80.0,44,1575.07178
-159.0,144,1576.361486
68.0,34,1576.361767
-77.0,20,1576.680988
-126.0,55,1577.00185
118.0,62,1577.321195
400.0,133,1577.643932
381.0,74,1578.282293
11.0,24,1578.282576
6.0,29,1578.909929
-71.0,70,1579.870631
-20.0,187,1580.191886
-31.0,45,1581.79724
403.0,79,1582.43956
346.0,59,1582.439906
134.0,39,1584.045198
47.0,46,1584.390694
696.0,178,1584.390989
5.0,25,1584.716037
346.0,92,1586.004407
149.0,57,1586.004724
52.0,32,1586.65526
87.0,52,1586.979163
73.0,46,1586.979431
-18.0,40,1587.948033
899.0,119,1587.948296
71.0,35,1590.170866
71.0,42,1591.759852
-42.0,45,1592.081445
853.0,173,1593.368157
72.0,43,1593.701214
17.0,36,1594.027534
285.0,169,1594.675048
-27.0,43,1595.642566
-134.0,35,1595.968809
-24.0,181,1596.299115
202.0,39,1596.947626
186.0,40,1596.947866
-48.0,91,1597.596561
8.0,33,1597.596862
92.0,194,1598.962494
125.0,35,1599.311026
66.0,39,1599.652122
-479.0,213,1599.652435
-100.0,21,1600.358137
271.0,43,1600.708547
-15.0,20,1602.765697
-78.0,39,1603.098462
52.0,78,1603.798633
112.0,48,1603.798886
34.0,36,1603.799007
15.0,30,1604.145631
-423.0,125,1605.174982
-31.0,41,1605.845518
158.0,41,1607.596369
87.0,28,1608.966603
76.0,38,1609.991026
-17.0,31,1610.34446
4.0,24,1611.065653
-136.0,39,1611.065947
-75.0,50,1612.801149
18.0,29,1613.868609
167.0,44,1614.218273
-109.0,50,1614.21855
81.0,30,1614.571974
9.0,34,1614.922636
71.0,61,1615.612218
21.0,28,1615.612486
-17.0,19,1617.74396
-26.0,44,1619.134078
251.0,55,1619.826472
33.0,32,1620.174595
-80.0,34,1622.244679
69.0,43,1622.605663
73.0,36,1622.605927
92.0,24,1622.606056
6.0,136,1622.962425
373.0,163,1623.991615
-48.0,18,1623.991863
88.0,31,1625.045046
-20.0,30,1625.422144
206.0,124,1626.516591
22.0,36,1626.516868
49.0,50,1628.520551
164.0,38,1628.844286
-230.0,207,1630.12465
-47.0,79,1631.096802
-35.0,33,1631.416677
-23.0,27,1631.735242
185.0,52,1632.382795
-29.0,25,1632.38307
-46.0,44,1633.996948
282.0,164,1635.278212
48.0,39,1635.600655
73.0,41,1635.927988
83.0,148,1635.928259
-171.0,178,1636.575612
12.0,31,1636.575879
273.0,154,1637.865354
1.0,39,1637.865592
-36.0,44,1638.511291
79.0,44,1639.795267
-17.0,25,1640.438074
32.0,19,1641.407032
180.0,29,1641.733256
925.0,123,1642.058747
17.0,49,1642.382014
-15.0,47,1643.977262
-33.0,40,1644.300813
27.0,49,1644.301056
96.0,35,1645.252815
61.0,25,1646.52608
-46.0,37,1647.505734
-5.0,22,1647.50603
-69.0,34,1647.50615
104.0,80,1648.799282
-62.0,21,1648.799601
166.0,157,1649.119238
-23.0,45,1650.398854
80.0,38,1651.991525
-73.0,45,1652.315495
-48.0,48,1653.277515
-45.0,20,1653.917416
142.0,29,1654.552382
99.0,34,1654.875069
116.0,42,1655.840563
-128.0,76,1656.172806
54.0,27,1656.173072
539.0,123,1656.173198
-36.0,33,1657.125591
103.0,69,1658.75692
54.0,45,1658.757246
-16.0,20,1660.366208
204.0,43,1661.333318
88.0,56,1662.304812
-50.0,40,1663.271015
77.0,35,1663.271288
25.0,49,1664.900657
-357.0,110,1665.542949
-9.0,33,1666.510828
44.0,36,1666.511143
51.0,20,1666.840924
140.0,98,1667.492166
77.0,32,1667.492503
231.0,81,1667.811193
154.0,60,1668.135718
5.0,32,1669.093547
104.0,153,1669.73309
-52.0,44,1670.382162
133.0,54,1671.990402
26.0,32,1672.637041
84.0,54,1673.613985
-390.0,189,1674.897208
215.0,70,1674.897491
54.0,43,1675.234082
-46.0,59,1675.234377
-166.0,29,1676.179757
-7.0,32,1676.818217
-54.0,43,1677.139378
184.0,39,1677.458732
36.0,22,1677.459041
104.0,37,1679.381444
-45.0,67,1680.355819
-938.0,229,1680.680657
15.0,37,1681.011046
74.0,45,1681.976153
-272.0,183,1682.302132
-14.0,21,1682.947075
21.0,32,1685.504473
59.0,42,1685.504856
-14.0,41,1686.796553
127.0,37,1686.79686
145.0,55,1687.443078
-6.0,67,1688.091789
23.0,177,1688.0921
-111.0,34,1688.4124
-32.0,50,1688.732639
132.0,38,1689.057118
28.0,21,1689.710802
50.0,44,1691.364475
67.0,37,1691.364799
-14.0,32,1691.364935
-29.0,73,1691.694056
350.0,136,1692.66761
72.0,41,1693.641557
32.0,43,1694.612291
45.0,42,1695.611907
41.0,18,1695.612236
153.0,42,1695.947555
186.0,134,1696.595547
-178.0,98,1697.238022
105.0,40,1698.531649
6.0,40,1698.531917
85.0,29,1698.53201
-71.0,19,1698.861126
52.0,31,1698.861427
67.0,33,1699.182875
104.0,27,1700.139446
267.0,41,1700.139761
-19.0,18,1701.41348
119.0,43,1702.066089
142.0,45,1702.06642
-16.0,34,1702.386045
116.0,54,1704.311212
153.0,42,1705.279212
48.0,48,1706.900079
413.0,92,1707.227146
558.0,100,1707.548659
13.0,42,1710.107949
-26.0,28,1710.426443
-1776.0,345,1711.073364
-2.0,39,1711.073636
19.0,39,1711.717194
154.0,74,1712.04766
143.0,44,1714.30016
58.0,49,1714.637788
14.0,50,1714.638115
156.0,49,1714.63824
-65.0,50,1714.638346
5.0,61,1715.596606
5.0,69,1715.925147
-39.0,42,1715.92537
109.0,39,1716.888386
-65.0,22,1717.533404
-20.0,34,1717.857358
345.0,56,1720.100212
36.0,45,1721.760292
105.0,32,1722.093797
144.0,74,1724.082777
78.0,32,1725.069156
141.0,45,1725.73061
226.0,180,1726.062437
69.0,19,1726.401078
53.0,38,1727.058449
23.0,35,1727.398498
122.0,78,1727.398765
139.0,37,1729.04506
110.0,46,1729.697088
115.0,47,1729.697363
-94.0,76,1730.024582
-1.0,22,1733.59985
141.0,37,1733.933766
-44.0,51,1734.589541
-1598.0,468,1735.903745
-174.0,42,1735.904011
-1300.0,294,1736.55642
8.0,33,1736.556636
24.0,33,1738.174389
-154.0,80,1738.174622
-59.0,128,1738.821213
-83.0,35,1741.065921
-148.0,52,1741.06615
-95.0,50,1741.392738
-92.0,53,1744.596467
-75.0,28,1744.926018
250.0,59,1745.261777
-1.0,50,1745.915381
